,Unit_ID,ID.X,ID.resp,Study,ID.case,author,pubyear,citation,system,habitat,latitud,longitud,fcl,duration,fert_area,vol,study_typ,temp,Conversion,taxon,tax_resp_cat,tax_resp_typ,tax_resp_unit,con.mn,con.sd,con.n,fert.mn,fert.sd,fert.n,unit.conc.con,n_avail,mode,p_avail,fert.ratio.n,fert..ratio.p,log.fert.rat,n.add.m2,p.add.m2,mode2,LRR,var.LRR,log.n.av,log.p.av,log.n.add,log.p.add,st.n,st.p,st.tot,st.p.add,st.n.add,st.add.tot,X,scale,col,ID.study,ID.case,system,pr.st
200,200,519,6466,m2_2_HLH629,519,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,1.833339087,0.782552163,4,1.177752611,0.21294407,4,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,-0.442530886,0.053721878,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.388848398,darkblue,HLH629,519,freshwater,-1.061688226
204,204,523,6474,m2_2_HLH629,523,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,1.255932891,0.87801188,4,1.031835115,0.30457177,4,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,-0.196539754,0.143964243,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.331892341,darkblue,HLH629,523,freshwater,-1.061688226
202,202,521,6470,m2_2_HLH629,521,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,1.360493494,0.606611356,4,1.28204322,0.452184186,4,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,-0.059392426,0.080801705,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.365263999,darkblue,HLH629,521,freshwater,-1.061688226
198,198,517,6461,m2_2_HLH629,517,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,1,42,0.35,35,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,2.059181786,0.598970002,4,1.976906798,0.220145733,4,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,-0.040775313,0.024252644,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.434800308,darkblue,HLH629,517,freshwater,-1.061688226
201,201,520,6467,m2_2_HLH629,520,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.79052723,0.267650786,4,0.808107328,0.149126107,4,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.021994779,0.037171358,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.41012762,darkblue,HLH629,520,freshwater,-1.061688226
199,199,518,6463,m2_2_HLH629,518,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.898350099,0.369329402,4,1.080211907,0.188250087,4,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.184352653,0.049847481,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.393173347,darkblue,HLH629,518,freshwater,-1.061688226
197,197,516,6459,m2_2_HLH629,516,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,1,42,0.35,35,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,1.369037109,0.468797882,4,2.093021389,0.339629031,4,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.42450101,0.035897062,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.412143154,darkblue,HLH629,516,freshwater,-1.061688226
203,203,522,6471,m2_2_HLH629,522,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.348986725,0.076360207,4,0.628950448,0.137490697,4,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.58901859,0.023915819,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.435608387,darkblue,HLH629,522,freshwater,-1.061688226
208,208,527,6481,m2_2_HLH630,527,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.07,7,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.706099261,0.074204184,2,0.959919307,0.101666629,2,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.307093402,0.011130624,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.479800631,darkblue,HLH630,527,freshwater,-1.061688226
206,206,525,6477,m2_2_HLH630,525,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.07,7,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.893028041,0.283654283,2,1.286593716,0.441104073,2,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.365135493,0.109216884,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.347852795,darkblue,HLH630,525,freshwater,-1.061688226
205,205,524,6475,m2_2_HLH630,524,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.07,7,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.425432858,0.092679846,2,0.878282293,0.052429203,2,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.72486092,0.025510708,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.431878235,darkblue,HLH630,524,freshwater,-1.061688226
207,207,526,6479,m2_2_HLH630,526,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.07,7,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.187433054,0.001028908,2,0.490166877,0.131104174,2,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.961324162,0.035784753,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.41232421,darkblue,HLH630,526,freshwater,-1.061688226
212,212,531,6489,m2_2_HLH631,531,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.105,10.5,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.694184539,0.107312729,2,0.83571536,0.232973804,2,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.185550245,0.050805588,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.392073314,darkblue,HLH631,531,freshwater,-1.061688226
211,211,530,6487,m2_2_HLH631,530,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.105,10.5,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.448218355,0.251275261,2,0.599614877,0.003809791,2,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.291007064,0.157161432,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.326824565,darkblue,HLH631,530,freshwater,-1.061688226
209,209,528,6483,m2_2_HLH631,528,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.105,10.5,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,0.772701827,0.013120619,2,1.04146709,0.151885673,2,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.298492422,0.010778552,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.481657785,darkblue,HLH631,528,freshwater,-1.061688226
210,210,529,6486,m2_2_HLH631,529,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.105,10.5,field,12.3,succ,periphyton,biomass,chlorophyll,microg/cm2,1.136351754,0.06760334,2,1.641496032,0.545994943,2,µmol L-1,0.153571429,both,0.062258065,26.04651163,48.1865285,3.614062155,415.3571429,306.2258065,both,0.367785126,0.057087763,-1.873589485,-2.776467194,6.029138735,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.332847046,-1.033535777,-1.033535777,1.385337155,darkblue,HLH631,529,freshwater,-1.061688226
220,220,539,6506,m2_2_HLH632,539,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,2.185731801,0.599012383,4,0.613769036,0.630019552,4,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-1.270087277,0.282190191,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.293005641,darkblue,HLH632,539,freshwater,-0.892652397
218,218,537,6502,m2_2_HLH632,537,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,2.042859741,0.672861788,4,1.389238346,1.088672502,4,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-0.385595016,0.180647225,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.318777433,darkblue,HLH632,537,freshwater,-0.892652397
213,213,532,6492,m2_2_HLH632,532,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,1,42,0.35,35,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,1.230912679,0.505293272,4,0.87388687,0.388718529,4,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-0.342560261,0.091593399,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.358020666,darkblue,HLH632,532,freshwater,-0.892652397
216,216,535,6498,m2_2_HLH632,535,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,2.27200858,0.974011645,4,1.690109834,0.755073869,4,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-0.29587076,0.095844748,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.355399173,darkblue,HLH632,535,freshwater,-0.892652397
214,214,533,6494,m2_2_HLH632,533,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,1,42,0.35,35,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,4.172454051,1.070030974,4,3.417654805,1.321998025,4,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-0.199549778,0.05384815,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.388712747,darkblue,HLH632,533,freshwater,-0.892652397
217,217,536,6500,m2_2_HLH632,536,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,0.801154835,0.317305719,4,0.713611997,0.65097921,4,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-0.115714837,0.247257456,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.300641299,darkblue,HLH632,536,freshwater,-0.892652397
215,215,534,6495,m2_2_HLH632,534,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,0.798146724,0.360735759,4,1.276260775,1.397361852,4,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,0.469397367,0.350763089,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.280436831,darkblue,HLH632,534,freshwater,-0.892652397
219,219,538,6503,m2_2_HLH632,538,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.35,35,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,0.351688727,0.053470784,4,0.799166902,0.774259897,4,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,0.820823326,0.240438774,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.302257089,darkblue,HLH632,538,freshwater,-0.892652397
224,224,543,6514,m2_2_HLH633,543,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.07,7,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,2.568210344,0.176082201,2,2.223468352,0.904949472,2,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-0.144140995,0.085174496,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.362218777,darkblue,HLH633,543,freshwater,-0.892652397
222,222,541,6509,m2_2_HLH633,541,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.07,7,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,2.449468281,0.685852372,2,3.290752976,0.399500072,2,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,0.295245434,0.046569221,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.397103993,darkblue,HLH633,541,freshwater,-0.892652397
221,221,540,6507,m2_2_HLH633,540,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.07,7,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,0.612811281,0.54613835,2,1.977487428,0.545189712,2,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,1.171525315,0.435124829,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.267984034,darkblue,HLH633,540,freshwater,-0.892652397
223,223,542,6511,m2_2_HLH633,542,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.07,7,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,0.17356342,0.016432585,2,1.473270339,0.673602205,2,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,2.138696863,0.109004993,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.347965002,darkblue,HLH633,542,freshwater,-0.892652397
227,227,546,6520,m2_2_HLH634,546,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.105,10.5,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,0.433511263,0.262523581,2,0.147117413,0.16294253,2,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-1.080686782,0.796713908,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.233035232,darkblue,HLH634,546,freshwater,-0.892652397
225,225,544,6516,m2_2_HLH634,544,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.105,10.5,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,0.66567945,0.057746922,2,0.603513497,0.263132009,2,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-0.098039844,0.098810771,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.353638224,darkblue,HLH634,544,freshwater,-0.892652397
228,228,547,6522,m2_2_HLH634,547,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.105,10.5,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,2.069265342,0.466805296,2,1.931608433,0.698229064,2,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-0.068840596,0.090777652,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.358537568,darkblue,HLH634,547,freshwater,-0.892652397
226,226,545,6518,m2_2_HLH634,545,Mallory&Richardson,2005,J Anim Ecol 74:1020-1028,freshwater,stream,49.08,-121.05,2,42,0.105,10.5,field,9.5,succ,periphyton,biomass,chlorophyll,microg/cm2,3.307764996,0.395895102,2,3.302424751,0.810888373,2,µmol L-1,0.153571429,both,0.062258065,78.13953488,48.1865285,4.145719188,1215.357143,306.2258065,both,-0.001615762,0.037308203,-1.873589485,-2.776467194,7.102793257,5.72432276,NA,-0.729765271,NA,-0.734224508,-1.002642396,-0.868433452,-0.868433452,1.409915297,darkblue,HLH634,545,freshwater,-0.892652397
229,229,614,6824,m2_2_HLH679,614,Corkum,1996,Arch Hydrobiol 136:391-411,freshwater,stream,43.3,-81,1,40,0.005944231,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,5.657142857,2.571428571,9,7.542857143,1.084209483,10,µmol L-1,411.5,both,0.696774194,NA,NA,NA,38500,38500,both,0.287682072,0.025022957,6.01980902,-0.361293889,10.55841352,10.55841352,NA,0.956827524,NA,0.697016177,0.060140702,0.37857844,0.37857844,1.432993649,darkblue,HLH679,614,freshwater,0.384069108
230,230,615,6828,m2_2_HLH680,615,Corkum,1996,Arch Hydrobiol 136:391-411,freshwater,stream,43.4,-81.2,1,40,0.005944231,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,7.371428571,3.878985771,8,6.514285714,2.057142857,9,µmol L-1,569.4285714,both,0.377419355,NA,NA,NA,38500,38500,both,-0.123613956,0.045693637,6.344633352,-0.974398362,10.55841352,10.55841352,NA,0.528677053,NA,0.697016177,0.060140702,0.37857844,0.37857844,1.398200698,darkblue,HLH680,615,freshwater,0.384069108
231,231,616,6832,m2_2_HLH681,616,Corkum,1996,Arch Hydrobiol 136:391-411,freshwater,stream,44.6,-75.6,1,40,0.005944231,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,2.4,0.484873221,8,3.257142857,2.424366107,8,µmol L-1,271.8571429,both,0.125806452,NA,NA,NA,38500,38500,both,0.30538165,0.074354118,5.605276718,-2.073010648,10.55841352,10.55841352,NA,-0.238519057,NA,0.697016177,0.060140702,0.37857844,0.37857844,1.370068904,darkblue,HLH681,616,freshwater,0.384069108
232,232,617,6836,m2_2_HLH682,617,Corkum,1996,Arch Hydrobiol 136:391-411,freshwater,stream,44.3,-80.5,1,40,0.005944231,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,0.24,0.308571429,9,0.514285714,0.108420948,10,µmol L-1,0,both,0.112903226,NA,NA,NA,38500,38500,both,0.762140051,0.188117914,#NAME?,-2.181224234,10.55841352,10.55841352,NA,-0.314088067,NA,0.697016177,0.060140702,0.37857844,0.37857844,1.316436032,darkblue,HLH682,617,freshwater,0.384069108
233,233,618,6840,m2_2_HLH683,618,Corkum,1996,Arch Hydrobiol 136:391-411,freshwater,stream,43.8,-80,1,40,0.005944231,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,1.44,0.453557368,7,1.371428571,0.536656315,5,µmol L-1,80.07142857,both,0.093548387,NA,NA,NA,38500,38500,both,-0.048790164,0.044797336,4.382919093,-2.369276469,10.55841352,10.55841352,NA,-0.445410959,NA,0.697016177,0.060140702,0.37857844,0.37857844,1.399345337,darkblue,HLH683,618,freshwater,0.384069108
234,234,619,6844,m2_2_HLH684,619,Corkum,1996,Arch Hydrobiol 136:391-411,freshwater,stream,44.1,-80.7,1,40,0.005944231,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,0.342857143,0.108420948,10,0.685714286,0.108420948,10,µmol L-1,24.28571429,both,0.067741935,NA,NA,NA,38500,38500,both,0.693147181,0.0125,3.189888288,-2.692049867,10.55841352,10.55841352,NA,-0.670813951,NA,0.697016177,0.060140702,0.37857844,0.37857844,1.473096538,darkblue,HLH684,619,freshwater,0.384069108
235,235,622,6966,m2_2_HLH700,622,Romo&&,2004,Freshwater Biology 49:1593-1607,freshwater,lake,39.1,-0.2,1,42,0.78539,471.234,field,30,succ,phytoplankton,biomass,chlorophyll,microg/L,12.71186441,5.084745763,3,559.3220339,88.98305085,3,µmol L-1,3.642857143,both,0.129032258,196.0784314,250.2421699,5.40789035,428571.4286,19373.58734,both,3.784189634,0.061769972,1.292768303,-2.047692844,12.9682127,9.87166594,NA,-0.220838824,NA,0.493689197,0.801279381,0.647484289,0.647484289,1.380782519,darkblue,HLH700,622,freshwater,0.659381543
236,236,623,6970,m2_2_HLH701,623,Romo&&,2004,Freshwater Biology 49:1593-1607,freshwater,lake,39.1,-0.2,1,49,0.78539,471.234,field,30,succ,phytoplankton,biomass,chlorophyll,microg/L,7.575757576,1.515151515,3,113.6363636,21.21212121,3,µmol L-1,1.071428571,both,0.032258065,200,300.2906038,5.522041957,128571.4286,5812.076203,both,2.708050201,0.024948148,0.068992871,-3.433987189,11.76423989,8.667693136,NA,-1.188932522,NA,0.137226121,0.430995076,0.284110599,0.284110599,1.433166647,darkblue,HLH701,623,freshwater,0.287350605
237,237,662,7472,m2_2_JES022,662,McClannahan&&,2002,Marine Pollution Bulletin 44:441-451,marine,coastal hard bottom,16,-87,1,50,0.36,NA,field,31,succ,macrophytes,biomass,biomass,g DW 0.01 m-2,0.711,0.223606798,5,0.685,0.138636215,5,µmol L-1,NA,p,0.35,NA,2.2,0.78845736,NA,11973.18008,p,-0.037253592,0.027973804,NA,-1.049822124,NA,9.390424434,NA,0.476006227,0.476006227,0.351206886,NA,0.351206886,0.351206886,1.426552665,darkcyan,JES022,662,marine,0.356045437
239,239,664,7478,m2_2_JES022,664,McClannahan&&,2002,Marine Pollution Bulletin 44:441-451,marine,coastal hard bottom,16,-87,1,50,0.36,NA,field,31,succ,macrophytes,biomass,cover,%cover,1.36,1.672578847,5,2.6,2.95160973,5,µmol L-1,NA,p,0.35,NA,2.2,0.78845736,NA,11973.18008,p,0.648026745,0.560251479,NA,-1.049822124,NA,9.390424434,NA,0.476006227,0.476006227,0.351206886,NA,0.351206886,0.351206886,1.253380046,darkcyan,JES022,664,marine,0.356045437
238,238,663,7475,m2_2_JES022,663,McClannahan&&,2002,Marine Pollution Bulletin 44:441-451,marine,coastal hard bottom,16,-87,1,50,0.36,NA,field,31,succ,macrophytes,biomass,cover,%cover,28.4,14.08722826,5,73.4,22.80789337,5,µmol L-1,NA,p,0.35,NA,2.2,0.78845736,NA,11973.18008,p,0.94953479,0.06852014,NA,-1.049822124,NA,9.390424434,NA,0.476006227,0.476006227,0.351206886,NA,0.351206886,0.351206886,1.374790163,darkcyan,JES022,663,marine,0.356045437
240,240,665,7486,m2_2_JES023,665,McClannahan&&,2003,Mar Ecol Prog Ser 261:135-147,marine,coastal hard bottom,16,-87,2,49,0.36,NA,field,31,fert.fact.miss,macrophytes,biomass,biomass,g DW 0.01 m-2,0.972,0.78,4,0.778,0.54,4,µmol L-1,1.57,both,0.16,NA,NA,NA,NA,11973.18008,p,-0.22262928,0.281428509,0.451075619,-1.832581464,NA,9.390424434,NA,-0.070619665,NA,0.351206886,NA,0.351206886,0.351206886,1.29316181,darkcyan,JES023,665,marine,0.356045437
242,242,667,7490,m2_2_JES023,667,McClannahan&&,2003,Mar Ecol Prog Ser 261:135-147,marine,coastal hard bottom,16,-87,2,49,0.36,NA,field,31,fert.fact.miss,macrophytes,biomass,cover,%cover,23.1,8.1,4,21,8.7,4,µmol L-1,1.57,both,0.16,NA,NA,NA,NA,11973.18008,p,-0.09531018,0.073646905,0.451075619,-1.832581464,NA,9.390424434,NA,-0.070619665,NA,0.351206886,NA,0.351206886,0.351206886,1.370621101,darkcyan,JES023,667,marine,0.356045437
243,243,668,7492,m2_2_JES023,668,McClannahan&&,2003,Mar Ecol Prog Ser 261:135-147,marine,coastal hard bottom,16,-87,1,49,0.36,NA,field,31,fert.fact.miss,macrophytes,biomass,cover,%cover,52.1,15.5,4,72.4,17.6,4,µmol L-1,1.57,both,0.16,NA,NA,NA,NA,11973.18008,p,0.329041351,0.03690094,0.451075619,-1.832581464,NA,9.390424434,NA,-0.070619665,NA,0.351206886,NA,0.351206886,0.351206886,1.410549498,darkcyan,JES023,668,marine,0.356045437
